name,year,value,lastvalue,rank
Colombia,1974,32.4967,30.244801,43
Colombia,1958,13.9818,13.6557,41
Colombia,1991,51.480202,49.6646,49
Colombia,1996,64.472504,63.823101,44
Colombia,2007,64.499702,63.706699,49
Colombia,1995,63.823101,61.078899,41
Colombia,2010,67.584999,66.431198,47
Colombia,1964,21.024,20.903099,43
Colombia,2005,63.818699,61.446201,46
Colombia,1997,68.247597,64.472504,41
Colombia,1987,46.424801,44.317001,50
Colombia,1970,27.2785,26.673901,44
Colombia,1961,17.895,16.030001,38
Colombia,1955,11.9483,9.6253004,37
Colombia,2012,73.962502,74.388298,46
Colombia,1979,35.641499,35.1702,46
Colombia,1980,38.7943,35.641499,48
Colombia,2004,61.446201,60.994301,49
Colombia,2009,66.431198,65.217102,45
Colombia,1971,28.098,27.2785,41
Cuba,1974,24.225,22.227501,48
Cuba,1962,14.1577,12.1755,46
Cuba,1961,12.1755,13.685,48
Cuba,1953,6.1922002,6.2873998,50
Cuba,1958,18.0012,13.8682,33
Cuba,1975,24.9769,24.225,48
Cuba,1976,26.135799,24.9769,50
Cuba,1977,28.522699,26.135799,49
Cuba,1952,6.2873998,6.4706001,49
Cuba,1964,14.2823,13.0292,48
Cuba,1973,22.227501,20.7628,49
Cuba,1978,30.771999,28.522699,49
Cuba,1950,5.6096001,5.6096001,48
Cuba,1959,15.6673,18.0012,38
Cuba,1971,20.9837,18.657101,50
Cuba,1979,30.690701,30.771999,49
Cuba,1951,6.4706001,5.6096001,49
Cuba,1957,13.8682,5.8441,37
Cuba,1960,13.685,15.6673,44
Czech Republic,1951,63.639,59.726299,14
Czech Republic,1987,177.51759,176.42641,21
Czech Republic,1954,75.306702,70.520401,13
Czech Republic,2008,119.8586,124.8602,33
Czech Republic,1999,113.7441,119.8637,31
Czech Republic,1950,59.726299,59.726299,14
Czech Republic,1996,129.4088,127.3836,28
Czech Republic,1958,95.6698,87.564903,13
Czech Republic,1982,172.6035,169.9473,21
Czech Republic,2002,119.9748,123.9797,31
Czech Republic,1977,170.0294,160.4257,17
Czech Republic,2004,124.9789,123.7541,31
Czech Republic,1961,110.8072,102.0835,13
Czech Republic,1969,138.8261,130.7562,16
Czech Republic,1952,68.044998,63.639,14
Czech Republic,1957,87.564903,83.866402,15
Czech Republic,1986,176.42641,176.4346,20
Czech Republic,2000,124.4508,113.7441,27
Czech Republic,1955,78.154404,75.306702,14
Czech Republic,1971,153.50349,159.18719,15
Czech Republic,1978,166.3157,170.0294,20
Czech Republic,2011,114.7789,116.0071,36
Czech Republic,1980,169.1843,175.8022,21
Czech Republic,2003,123.7541,119.9748,30
Czech Republic,1966,125.2466,125.9847,15
Czech Republic,1994,124.8017,130.6557,26
Czech Republic,1968,130.7562,124.96,16
Czech Republic,1993,130.6557,133.70979,25
Czech Republic,1967,124.96,125.2466,16
Czech Republic,1985,176.4346,176.5295,19
Czech Republic,2001,123.9797,124.4508,29
Czech Republic,1970,159.18719,138.8261,14
Czech Republic,1960,102.0835,95.717903,14
Czech Republic,1962,118.0818,110.8072,13
Czech Republic,1976,160.4257,155.57539,17
Czech Republic,1997,127.0092,129.4088,27
Czech Republic,1998,119.8637,127.0092,29
Czech Republic,1995,127.3836,124.8017,27
Czech Republic,1983,173.8201,172.6035,20
Czech Republic,1959,95.717903,95.6698,13
Czech Republic,1964,129.3243,124.2738,13
Czech Republic,1975,155.57539,149.1469,17
Czech Republic,1984,176.5295,173.8201,19
Czech Republic,1974,149.1469,149.7804,17
Czech Republic,1989,166.99519,174.3311,22
Czech Republic,1963,124.2738,118.0818,13
Czech Republic,1973,149.7804,152.6219,18
Czech Republic,1991,138.4245,152.0733,26
Czech Republic,1972,152.6219,153.50349,15
Czech Republic,1988,174.3311,177.51759,21
Czech Republic,2009,112.0737,119.8586,34
Czech Republic,1990,152.0733,166.99519,25
Czech Republic,1992,133.70979,138.4245,25
Czech Republic,2007,124.8602,122.7841,32
Czech Republic,1979,175.8022,166.3157,21
Czech Republic,2010,116.0071,112.0737,35
Czech Republic,2006,122.7841,122.1322,32
Czech Republic,1956,83.866402,78.154404,14
Czech Republic,1965,125.9847,129.3243,15
Czech Republic,2005,122.1322,124.9789,31
Czech Republic,2012,109.6788,114.7789,36
Czech Republic,1981,169.9473,169.1843,20
Czech Republic,1953,70.520401,68.044998,14
Denmark,1959,26.0364,26.791201,31
Denmark,1990,51.675098,51.5056,50
Denmark,1960,29.759001,26.0364,29
Denmark,1965,44.301399,43.158298,29
Denmark,1997,63.5238,72.968399,44
Denmark,1954,25.582001,23.1565,28
Denmark,1995,59.7351,62.785,45
Denmark,1986,62.599602,61.4869,37
Denmark,1962,36.900101,31.7083,28
Denmark,1982,55.522999,53.338799,37
Denmark,1963,40.674099,36.900101,28
Denmark,1950,21.991301,21.991301,24
Denmark,1984,53.894501,52.381401,43
Denmark,1981,53.338799,63.4963,39
Denmark,1976,59.272499,53.603901,34
Denmark,1956,26.3771,27.069599,29
Denmark,1983,52.381401,55.522999,44
Denmark,1978,60.498001,60.8405,34
Denmark,1980,63.4963,63.861801,37
Denmark,1988,57.054401,60.8727,44
Denmark,1961,31.7083,29.759001,29
Denmark,1996,72.968399,59.7351,40
Denmark,1973,57.470001,58.482601,33
Denmark,1992,56.428799,62.118,45
Denmark,1966,50.086899,44.301399,28
Denmark,1987,60.8727,62.599602,39
Denmark,1985,61.4869,53.894501,37
Denmark,1958,26.791201,24.9042,30
Denmark,1952,22.9,21.9254,28
Denmark,1979,63.861801,60.498001,35
Denmark,1989,51.5056,57.054401,50
Denmark,1971,56.393002,62.0462,30
Denmark,1991,62.118,51.675098,43
Denmark,1998,59.4431,63.5238,45
Denmark,1967,49.035301,50.086899,30
Denmark,1994,62.785,58.827801,42
Denmark,1968,53.281898,49.035301,30
Denmark,1957,24.9042,26.3771,30
Denmark,1953,23.1565,22.9,28
Denmark,1969,59.3531,53.281898,30
Denmark,1974,51.0821,57.470001,35
Denmark,1975,53.603901,51.0821,34
Denmark,1955,27.069599,25.582001,29
Denmark,1970,62.0462,59.3531,29
Denmark,1977,60.8405,59.272499,34
Denmark,1951,21.9254,21.991301,28
Denmark,1972,58.482601,56.393002,30
Denmark,1999,56.475498,59.4431,50
Denmark,1964,43.158298,40.674099,28
Denmark,1993,58.827801,56.428799,44
Egypt,2008,199.38271,191.9375,26
Egypt,1955,10.6476,11.6662,44
Egypt,1953,10.7832,10.8967,35
Egypt,2001,126.9231,116.0745,28
Egypt,1992,94.655197,91.533997,34
Egypt,1965,27.6229,25.5014,36
Egypt,1959,12.7141,13.6887,44
Egypt,1995,95.044403,89.158897,33
Egypt,2010,208.9238,207.13651,25
Egypt,1956,9.9477997,10.6476,46
Egypt,1987,77.464401,72.653397,35
Egypt,1950,10.2372,10.2372,32
Egypt,1972,24.935301,22.6029,47
Egypt,1957,11.9227,9.9477997,43
Egypt,2011,213.44949,208.9238,25
Egypt,1980,44.0396,39.062901,45
Egypt,1970,19.8186,18.287001,49
Egypt,1963,21.537001,18.580099,39
Egypt,1971,22.6029,19.8186,47
Egypt,1964,25.5014,21.537001,37
Egypt,2000,116.0745,118.5934,31
Egypt,1999,118.5934,112.6792,29
Egypt,1962,18.580099,17.070601,40
Egypt,2012,219.57651,213.44949,25
Egypt,1996,99.940102,95.044403,32
Egypt,1984,67.298401,61.320999,35
Egypt,2007,191.9375,177.86909,25
Egypt,1958,13.6887,11.9227,42
Egypt,1977,34.3932,32.094398,45
Egypt,1998,112.6792,107.1256,31
Egypt,1993,94.619499,94.655197,33
Egypt,1978,35.364899,34.3932,45
Egypt,2006,177.86909,167.8817,26
Egypt,1982,53.371498,50.524101,40
Egypt,2003,136.6221,133.6769,28
Egypt,1988,78.817596,77.464401,35
Egypt,1990,88.692596,83.988602,34
Egypt,1981,50.524101,44.0396,41
Egypt,1960,16.041,12.7141,40
Egypt,1985,70.100197,67.298401,35
Egypt,1973,22.932699,24.935301,47
Egypt,2005,167.8817,148.89999,26
Egypt,1961,17.070601,16.041,41
Egypt,1975,27.8444,25.496799,46
Egypt,2002,133.6769,126.9231,27
Egypt,1979,39.062901,35.364899,44
Egypt,1994,89.158897,94.619499,33
Egypt,1997,107.1256,99.940102,33
Egypt,1954,11.6662,10.7832,36
Egypt,1989,83.988602,78.817596,33
Egypt,1968,22.8853,19.660999,44
Egypt,1951,10.5633,10.2372,34
Egypt,1976,32.094398,27.8444,44
Egypt,1974,25.496799,22.932699,46
Egypt,2009,207.13651,199.38271,24
Egypt,1966,26.542,27.6229,39
Egypt,1967,19.660999,26.542,45
Egypt,1986,72.653397,70.100197,35
Egypt,1991,91.533997,88.692596,34
Egypt,1952,10.8967,10.5633,35
Egypt,1983,61.320999,53.371498,36
Egypt,2004,148.89999,136.6221,28
Estonia,1958,10.5523,9.8873997,47
Estonia,1955,8.2418003,7.2688999,47
Estonia,1953,6.6563001,6.2922001,48
Estonia,1964,14.2474,13.3968,49
Estonia,1957,9.8873997,9.0361996,49
Estonia,1956,9.0361996,8.2418003,48
Estonia,1975,23.6383,22.496901,49
Estonia,1963,13.3968,12.4916,50
Estonia,1959,11.0921,10.5523,49
Estonia,1965,15.1117,14.2474,50
Estonia,1960,11.5456,11.0921,49
Estonia,1972,20.821301,19.7694,50
Estonia,1951,5.8762999,5.4225001,50
Estonia,1950,5.4225001,5.4225001,49
Estonia,1961,11.9042,11.5456,50
Estonia,1973,21.679701,20.821301,50
Estonia,1952,6.2922001,5.8762999,48
Estonia,1954,7.2688999,6.6563001,47
Finland,1985,49.402401,45.2607,46
Finland,1954,9.1599998,7.5661998,43
Finland,2003,71.843803,63.597198,44
Finland,1977,51.033699,51.428699,36
Finland,1998,57.315899,60.470699,49
Finland,2010,62.933998,55.063999,50
Finland,1994,61.722401,55.137699,43
Finland,1952,8.6617002,7.9765,43
Finland,1950,6.5439,6.5439,46
Finland,1964,22.834,19.3423,39
Finland,2006,67.339104,55.797798,46
Finland,1978,55.580002,51.033699,37
Finland,1980,56.084999,55.292,40
Finland,1963,19.3423,16.7994,43
Finland,1996,62.647301,56.430698,47
Finland,1992,54.214298,56.489498,48
Finland,1979,55.292,55.580002,38
Finland,1967,28.593901,29.495199,39
Finland,1990,55.1917,53.715099,48
Finland,1959,13.5605,10.6109,43
Finland,1968,33.2911,28.593901,37
Finland,1951,7.9765,6.5439,44
Finland,1958,10.6109,12.2451,46
Finland,1974,45.6092,49.054199,36
Finland,1993,55.137699,54.214298,49
Finland,1997,60.470699,62.647301,46
Finland,1962,16.7994,14.9235,43
Finland,1965,25.307199,22.834,39
Finland,1982,45.417,46.945,45
Finland,1970,40.359001,37.904099,36
Finland,1983,44.109001,45.417,45
Finland,1991,56.489498,55.1917,46
Finland,1953,7.5661998,8.6617002,46
Finland,1961,14.9235,15.092,43
Finland,1984,45.2607,44.109001,47
Finland,1999,56.722198,57.315899,49
Finland,1972,44.689301,40.695999,36
Finland,1987,54.510799,50.197201,46
Finland,1986,50.197201,49.402401,47
Finland,2001,61.0695,55.9272,45
Finland,2004,67.914902,71.843803,44
Finland,1969,37.904099,33.2911,37
Finland,1956,12.1718,10.9297,39
Finland,1966,29.495199,25.307199,37
Finland,2007,65.0784,67.339104,47
Finland,2002,63.597198,61.0695,45
Finland,1971,40.695999,40.359001,37
Finland,1960,15.092,13.5605,43
Finland,2000,55.9272,56.722198,47
Finland,1957,12.2451,12.1718,42
Finland,1989,53.715099,53.8811,49
Finland,1973,49.054199,44.689301,36
Finland,1975,45.409599,45.6092,37
Finland,1995,56.430698,61.722401,48
Finland,1988,53.8811,54.510799,49
Finland,1976,51.428699,45.409599,36
Finland,1981,46.945,56.084999,45
Finland,1955,10.9297,9.1599998,42
France,2001,395.1955,388.7157,11
France,1973,500.12451,463.5452,7
France,1952,227.02139,228.7618,5
France,2003,394.9039,387.92401,12
France,1951,228.7618,202.30409,5
France,1964,345.01691,333.7464,7
France,1960,270.9968,261.94669,6
France,1965,351.56451,345.01691,7
France,1999,393.056,398.5069,11
France,1969,412.92181,384.31699,7
France,1957,277.548,268.54559,5
France,1993,359.48691,378.995,11
France,1981,428.17609,475.85211,8
France,1986,359.46649,371.9921,12
France,1958,266.20789,277.548,6
France,1975,445.36389,480.71429,8
France,1967,371.70551,346.95151,7
France,1985,371.9921,380.79181,11
France,2000,388.7157,393.056,11
France,1962,298.4621,280.97751,6
France,1990,365.96381,369.31989,11
France,2010,364.03949,357.7597,18
France,1991,393.3287,365.96381,11
France,1976,483.9787,445.36389,8
France,2012,343.73679,338.33401,18
France,1954,226.3912,214.5858,5
France,1994,355.29089,359.48691,11
France,2002,387.92401,395.1955,11
France,1968,384.31699,371.70551,7
France,1995,364.05219,355.29089,12
France,1950,202.30409,202.30409,5
France,2011,338.33401,364.03949,18
France,2009,357.7597,378.09421,18
France,1984,380.79181,393.17209,11
France,1977,469.6965,483.9787,8
France,1956,268.54559,239.0247,5
France,1966,346.95151,351.56451,8
France,1959,261.94669,266.20789,6
France,1970,438.65039,412.92181,7
France,1961,280.97751,270.9968,7
France,1992,378.995,393.3287,11
France,1998,398.5069,372.02621,10
France,1987,354.06949,359.46649,12
France,1972,463.5452,446.31519,7
France,2008,378.09421,384.17291,17
France,1978,488.6535,469.6965,8
France,1988,353.1178,354.06949,12
France,1963,333.7464,298.4621,6
France,1996,378.7543,364.05219,11
France,1974,480.71429,500.12451,8
France,2004,395.6561,394.9039,12
France,2006,390.78021,398.80359,13
France,1953,214.5858,227.02139,5
France,1955,239.0247,226.3912,5
France,1979,496.18289,488.6535,8
France,1982,409.72919,428.17609,8
France,1971,446.31519,438.65039,7
France,1997,372.02621,378.7543,11
France,1983,393.17209,409.72919,9
France,2007,384.17291,390.78021,15
France,1989,369.31989,353.1178,12
France,1980,475.85211,496.18289,8
France,2005,398.80359,395.6561,13
Germany,1952,611.04529,576.9151,2
Germany,1990,968.46002,997.13318,5
Germany,1957,778.00281,766.27802,2
Germany,1998,877.80798,884.40198,6
Germany,1960,814.0675,755.90149,3
Germany,1964,969.073,945.63812,3
Germany,1999,847.3952,877.80798,6
Germany,2002,848.65143,861.79053,6
Germany,1984,1026.303,1004.9797,4
Germany,2006,830.66913,817.2373,6
Germany,1978,1079.6807,1039.8466,4
Germany,1987,1025.9854,1035.5477,4
Germany,1979,1128.2208,1079.6807,4
Germany,1986,1035.5477,1033.2303,4
Germany,2007,798.03009,830.66913,6
Germany,2003,850.02692,848.65143,6
Germany,1953,623.56152,611.04529,2
Germany,1959,755.90149,756.46942,3
Germany,1954,659.80951,623.56152,2
Germany,1956,766.27802,723.58142,2
Germany,1988,1020.5183,1025.9854,4
Germany,1993,898.78339,905.93451,5
Germany,1958,756.46942,778.00281,3
Germany,1985,1033.2303,1026.303,4
Germany,1955,723.58142,659.80951,2
Germany,1970,1026.2095,1052.1726,3
Germany,1965,960.26477,969.073,3
Germany,1989,997.13318,1020.5183,5
Germany,1951,576.9151,510.7323,2
Germany,1950,510.7323,510.7323,2
Germany,1969,1052.1726,984.95282,3
Germany,2005,817.2373,833.59528,6
Germany,1963,945.63812,883.30981,3
Germany,1983,1004.9797,1003.1698,4
Germany,2011,760.69781,786.46362,6
Germany,1982,1003.1698,1044.0388,4
Germany,2000,845.2038,847.3952,6
Germany,1992,905.93451,942.9715,5
Germany,1972,1029.1555,1003.2987,3
Germany,1961,834.9743,814.0675,3
Germany,1973,1078.3173,1029.1555,3
Germany,2012,773.9585,760.69781,6
Germany,2001,861.79053,845.2038,6
Germany,1995,885.36139,887.84631,5
Germany,1966,951.58478,960.26477,3
Germany,1981,1044.0388,1078.8534,4
Germany,1974,1051.4987,1078.3173,3
Germany,1980,1078.8534,1128.2208,4
Germany,1962,883.30981,834.9743,3
Germany,1996,913.10107,885.36139,5
Germany,2008,804.91351,798.03009,6
Germany,1977,1039.8466,1055.543,4
Germany,2009,747.51068,804.91351,6
Germany,1971,1003.2987,1026.2095,3
Germany,2010,786.46362,747.51068,6
Germany,1991,942.9715,968.46002,5
Germany,1968,984.95282,936.38647,3
Germany,2004,833.59528,850.02692,6
Germany,1994,887.84631,898.78339,5
Germany,1967,936.38647,951.58478,3
Germany,1975,997.51233,1051.4987,4
Germany,1997,884.40198,913.10107,6
Germany,1976,1055.543,997.51233,4
Greece,1980,51.646702,51.097301,41
Greece,1977,45.6325,43.4865,39
Greece,1974,36.129101,37.305302,41
Greece,2006,101.9116,102.5988,35
Greece,2010,91.6446,98.192902,38
Greece,2012,84.486298,89.816299,41
Greece,1983,56.355202,52.668301,40
Greece,2008,102.482,106.1463,37
Greece,1971,27.948999,24.1458,42
Greece,1986,61.286499,61.441399,41
Greece,1978,48.420601,45.6325,40
Greece,1979,51.097301,48.420601,40
Greece,1987,66.542198,61.286499,37
Greece,1981,51.3386,51.646702,40
Greece,1995,83.037399,79.477798,37
Greece,2004,100.7829,101.015,35
Greece,1965,17.011999,13.2124,45
Greece,1991,75.887299,76.908401,36
Greece,2002,96.985497,96.943001,35
Greece,1966,18.635099,17.011999,47
Greece,1992,77.1614,75.887299,36
Greece,2000,95.135399,87.378601,34
Greece,2005,102.5988,100.7829,35
Greece,1984,57.7481,56.355202,37
Greece,1968,22.302799,19.518101,46
Greece,2011,89.816299,91.6446,39
Greece,1976,43.4865,38.497101,39
Greece,1973,37.305302,32.319099,40
Greece,1993,77.969498,77.1614,37
Greece,2001,96.943001,95.135399,34
Greece,1975,38.497101,36.129101,40
Greece,2009,98.192902,102.482,38
Greece,1997,84.257202,83.086998,36
Greece,1990,76.908401,75.437103,36
Greece,1972,32.319099,27.948999,40
Greece,2003,101.015,96.985497,35
Greece,1989,75.437103,70.6036,37
Greece,1996,83.086998,83.037399,37
Greece,2007,106.1463,101.9116,36
Greece,1967,19.518101,18.635099,46
Greece,1969,25.4538,22.302799,44
Greece,1970,24.1458,25.4538,47
Greece,1985,61.441399,57.7481,38
Greece,1994,79.477798,77.969498,37
Greece,1998,87.814598,84.257202,35
Greece,1999,87.378601,87.814598,35
Greece,1982,52.668301,51.3386,41
Greece,1988,70.6036,66.542198,37
Hungary,1981,85.208298,86.013,32
Hungary,1987,82.230202,81.256302,34
Hungary,1962,50.204102,48.939999,26
Hungary,1957,38.450001,33.1702,26
Hungary,1970,69.700302,62.104801,28
Hungary,1984,83.596497,81.684097,33
Hungary,1998,58.474899,58.009602,47
Hungary,1961,48.939999,45.331001,24
Hungary,1992,58.913898,65.240402,42
Hungary,1966,61.4636,60.837101,26
Hungary,2002,56.625702,57.303398,50
Hungary,2005,58.0849,57.983101,50
Hungary,1959,41.912498,39.248798,26
Hungary,1975,72.612297,70.4711,31
Hungary,1960,45.331001,41.912498,26
Hungary,1953,31.7742,27.2125,23
Hungary,1993,59.1604,58.913898,43
Hungary,1963,55.780701,50.204102,23
Hungary,1973,68.316399,63.700298,30
Hungary,1976,76.4534,72.612297,30
Hungary,1967,58.5214,61.4636,27
Hungary,2000,55.856098,58.703899,48
Hungary,1991,65.240402,68.356598,39
Hungary,1968,60.881001,58.5214,27
Hungary,1979,86.841904,88.194298,30
Hungary,1986,81.256302,82.641998,34
Hungary,1996,59.570301,58.742599,48
Hungary,1974,70.4711,68.316399,29
Hungary,1969,62.104801,60.881001,29
Hungary,1972,63.700298,61.661999,29
Hungary,1989,76.073601,77.260902,36
Hungary,1980,86.013,86.841904,32
Hungary,1958,39.248798,38.450001,26
Hungary,1982,85.246399,85.208298,32
Hungary,1997,58.009602,59.570301,48
Hungary,1988,77.260902,82.230202,36
Hungary,1995,58.742599,58.743301,47
Hungary,1955,35.709301,34.009201,24
Hungary,1954,34.009201,31.7742,22
Hungary,1964,61.822701,55.780701,23
Hungary,1978,88.194298,80.170998,29
Hungary,2001,57.303398,55.856098,49
Hungary,1952,27.2125,22.189199,24
Hungary,1994,58.743301,59.1604,46
Hungary,1965,60.837101,61.822701,24
Hungary,1951,22.189199,18.393299,27
Hungary,1977,80.170998,76.4534,30
Hungary,1971,61.661999,69.700302,29
Hungary,1950,18.393299,18.393299,29
Hungary,1983,81.684097,85.246399,34
Hungary,1985,82.641998,83.596497,34
Hungary,1990,68.356598,76.073601,39
Hungary,1956,33.1702,35.709301,27
Hungary,2003,59.0728,56.625702,50
Hungary,1999,58.703899,58.474899,46
India,1996,853.03967,808.67859,6
India,1970,193.5618,189.3042,12
India,1972,216.592,208.20329,12
India,1960,120.4833,109.7331,11
India,1956,88.456299,85.440804,12
India,1992,687.00262,658.45428,6
India,1964,150.04449,153.82201,12
India,2009,1779.4282,1577.4603,3
India,1994,747.19598,708.82642,6
India,1993,708.82642,687.00262,6
India,1950,66.604202,66.604202,12
India,1965,165.0815,150.04449,12
India,1966,170.7937,165.0815,12
India,2008,1577.4603,1490.4657,4
India,2011,1950.061,1860.7368,3
India,1958,103.7278,99.235802,11
India,1952,73.496201,69.722298,12
India,2001,1048.1703,1029.8077,5
India,1953,74.877502,73.496201,12
India,1995,808.67859,747.19598,6
India,1981,329.98709,296.21619,12
India,1985,435.31311,412.26471,8
India,2012,2075.1809,1950.061,3
India,2005,1265.2419,1200.1971,4
India,2000,1029.8077,981.01617,5
India,1971,208.20329,193.5618,12
India,1962,143.31,130.29179,12
India,1990,614.9176,583.41931,7
India,1983,376.388,352.7023,11
India,1968,185.81239,170.64349,12
India,1978,259.03619,272.91711,12
India,1963,153.82201,143.31,12
India,2006,1364.5367,1265.2419,4
India,1957,99.235802,88.456299,11
India,1999,981.01617,913.36267,5
India,1979,279.67139,259.03619,12
India,1980,296.21619,279.67139,12
India,1954,78.739403,74.877502,12
India,1991,658.45428,614.9176,7
India,1984,412.26471,376.388,9
India,1977,272.91711,267.99759,12
India,1961,130.29179,120.4833,11
India,2004,1200.1971,1115.4326,5
India,1987,508.6134,473.60391,8
India,1959,109.7331,103.7278,11
India,1975,249.8101,233.02921,12
India,1976,267.99759,249.8101,12
India,2007,1490.4657,1364.5367,4
India,1969,189.3042,185.81239,12
India,2010,1860.7368,1779.4282,3
India,1982,352.7023,329.98709,12
India,1988,541.13409,508.6134,8
India,1974,233.02921,216.17821,12
India,1986,473.60391,435.31311,8
India,1997,897.91913,853.03967,5
India,2003,1115.4326,1084.5234,5
India,1951,69.722298,66.604202,12
India,2002,1084.5234,1048.1703,5
India,1955,85.440804,78.739403,12
India,1967,170.64349,170.7937,12
India,1973,216.17821,216.592,12
India,1998,913.36267,897.91913,5
India,1989,583.41931,541.13409,7
Indonesia,1958,22.2038,22.416401,31
Indonesia,2007,390.69879,377.27551,14
Indonesia,1959,23.8636,22.2038,32
Indonesia,1964,22.375999,22.7644,40
Indonesia,1984,90.986702,89.336098,32
Indonesia,2012,456.05121,424.80121,14
Indonesia,1969,33.360699,27.564301,39
Indonesia,2002,322.46121,315.69489,17
Indonesia,1961,26.003401,21.3904,32
Indonesia,1994,212.5916,203.0786,21
Indonesia,2009,399.41049,385.41269,14
Indonesia,1978,55.639301,48.582699,36
Indonesia,1965,24.669701,22.375999,41
Indonesia,1991,177.7375,161.9178,22
Indonesia,1955,20.8445,14.7476,32
Indonesia,1986,109.0613,99.464203,29
Indonesia,1975,38.4949,35.653999,41
Indonesia,1962,22.9769,26.003401,34
Indonesia,1957,22.416401,21.8118,32
Indonesia,1973,32.342701,28.546801,42
Indonesia,1993,203.0786,186.9641,22
Indonesia,1956,21.8118,20.8445,32
Indonesia,2010,416.30469,399.41049,15
Indonesia,2000,295.40439,294.1188,19
Indonesia,1982,90.8451,89.826599,31
Indonesia,1979,62.911301,55.639301,36
Indonesia,1972,28.546801,25.371799,43
Indonesia,1952,12.7251,9.3908005,32
Indonesia,2001,315.69489,295.40439,16
Indonesia,1966,23.376301,24.669701,41
Indonesia,1983,89.336098,90.8451,32
Indonesia,1981,89.826599,84.509399,31
Indonesia,1970,32.221199,33.360699,41
Indonesia,1951,9.3908005,9.8268003,39
Indonesia,1967,24.5415,23.376301,40
Indonesia,1974,35.653999,32.342701,42
Indonesia,1997,274.34381,253.618,19
Indonesia,1990,161.9178,134.86771,23
Indonesia,1989,134.86771,128.0728,26
Indonesia,2005,360.9512,355.76779,16
Indonesia,1988,128.0728,118.3676,26
Indonesia,1985,99.464203,90.986702,31
Indonesia,1995,235.3835,212.5916,20
Indonesia,1950,9.8268003,9.8268003,34
Indonesia,1996,253.618,235.3835,19
Indonesia,1953,13.0768,12.7251,32
Indonesia,1976,39.847698,38.4949,41
Indonesia,1999,294.1188,274.4075,19
Indonesia,2004,355.76779,351.78751,15
Indonesia,1980,84.509399,62.911301,33
Indonesia,1987,118.3676,109.0613,29
Indonesia,2006,377.27551,360.9512,15
Indonesia,1992,186.9641,177.7375,22
Indonesia,2008,385.41269,390.69879,16
Indonesia,1954,14.7476,13.0768,32
Indonesia,1963,22.7644,22.9769,37
Indonesia,1998,274.4075,274.34381,19
Indonesia,1968,27.564301,24.5415,40
Indonesia,1971,25.371799,32.221199,44
Indonesia,2011,424.80121,416.30469,14
Indonesia,2003,351.78751,322.46121,15
Indonesia,1977,48.582699,39.847698,37
Indonesia,1960,21.3904,23.8636,35
Iran,2005,459.94189,428.24561,11
Iran,2002,375.36929,357.32211,13
Iran,1951,6.914,-5.3971,47
Iran,1958,15.3595,13.1391,39
Iran,1963,23.4533,21.6579,36
Iran,1962,21.6579,22.1196,36
Iran,1967,31.913401,30.4405,36
Iran,1976,83.991096,74.224701,29
Iran,2000,346.31009,332.98251,13
Iran,1981,110.8045,111.5422,27
Iran,1990,187.71561,175.60069,20
Iran,1992,243.39191,225.3979,18
Iran,2004,428.24561,397.7373,11
Iran,1960,24.684401,14.3629,32
Iran,1961,22.1196,24.684401,35
Iran,1980,111.5422,104.3447,26
Iran,1970,55.967602,40.183102,31
Iran,1977,95.556396,83.991096,27
Iran,1987,161.25121,150.9041,23
Iran,1983,152.77699,134.3765,22
Iran,1978,97.479599,95.556396,26
Iran,1993,240.2787,243.39191,17
Iran,1966,30.4405,28.150499,35
Iran,1969,40.183102,41.293301,33
Iran,1994,269.70432,240.2787,16
Iran,1972,47.791801,43.0816,35
Iran,1988,162.4135,161.25121,23
Iran,1956,10.054,4.1732998,45
Iran,1989,175.60069,162.4135,21
Iran,1982,134.3765,110.8045,24
Iran,1979,104.3447,97.479599,25
Iran,1986,150.9041,163.4751,23
Iran,1957,13.1391,10.054,41
Iran,1997,302.71991,289.52179,17
Iran,1959,14.3629,15.3595,42
Iran,2001,357.32211,346.31009,13
Iran,1971,43.0816,55.967602,35
Iran,1995,280.79211,269.70432,16
Iran,2006,501.707,459.94189,10
Iran,1985,163.4751,151.92931,21
Iran,1964,26.9744,23.4533,34
Iran,1991,225.3979,187.71561,19
Iran,1968,41.293301,31.913401,32
Iran,1984,151.92931,152.77699,24
Iran,2010,566.31989,569.17212,8
Iran,1973,57.600399,47.791801,32
Iran,1998,305.23599,302.71991,17
Iran,2009,569.17212,550.66058,7
Iran,2003,397.7373,375.36929,11
Iran,1975,74.224701,64.423401,30
Iran,2011,586.73828,566.31989,8
Iran,1999,332.98251,305.23599,14
Iran,2008,550.66058,537.63867,8
Iran,1974,64.423401,57.600399,32
Iran,2007,537.63867,501.707,8
Iran,2012,593.81952,586.73828,8
Iran,1965,28.150499,26.9744,35
Iran,1996,289.52179,280.79211,16
Iraq,1992,68.888702,48.2103,39
Iraq,1993,88.517601,68.888702,34
Iraq,2010,117.8347,105.3154,33
Iraq,2011,129.18021,117.8347,33
Iraq,1981,34.813702,47.215099,50
Iraq,2001,77.769302,75.0093,38
Iraq,2005,90.405899,76.723198,40
Iraq,1996,97.209801,98.602798,34
Iraq,1983,42.0541,37.311001,46
Iraq,1998,82.242996,112.2766,37
Iraq,1988,65.770599,59.855701,38
Iraq,1966,16.8141,9.6436005,49
Iraq,1990,66.651001,71.374199,40
Iraq,1999,65.380997,82.242996,41
Iraq,1984,45.402302,42.0541,46
